epoch,step,loss_D,loss_G,D_real,D_fake
1,200,0.34781932830810547,1.2660832405090332,0.7630051374435425,0.2855745553970337
1,400,0.17328476905822754,2.606410503387451,0.8448389768600464,0.08151611685752869
2,600,0.11534074693918228,3.7633118629455566,0.9172369241714478,0.034439101815223694
2,800,0.05635511875152588,5.098318099975586,0.9735446572303772,0.009066339582204819
3,1000,0.10907001793384552,3.710871696472168,0.8972997069358826,0.036959171295166016
3,1200,0.11764729022979736,3.221566677093506,0.8891871571540833,0.06975496560335159
3,1400,0.1056411936879158,4.636359214782715,0.9563421010971069,0.01917819306254387
4,1600,0.1313643753528595,3.9257469177246094,0.8932788372039795,0.058118999004364014
4,1800,0.044596049934625626,4.447286128997803,0.9642200469970703,0.03932501748204231
5,2000,0.11584523320198059,8.141120910644531,0.9884299039840698,0.0008560076239518821
5,2200,0.12686006724834442,6.288211822509766,0.9594093561172485,0.007127062417566776
6,2400,0.032115399837493896,5.301286220550537,0.9780855774879456,0.011927311308681965
1,200,0.34781932830810547,1.2660832405090332,0.7630051374435425,0.2855745553970337
6,2600,0.06478066742420197,4.093822479248047,0.9287458658218384,0.05017208307981491
1,400,0.17328476905822754,2.606410503387451,0.8448389768600464,0.08151611685752869
6,2800,0.05974261462688446,4.0001325607299805,0.9556354284286499,0.053657516837120056
2,600,0.11534074693918228,3.7633118629455566,0.9172369241714478,0.034439101815223694
7,3000,0.06434619426727295,5.3773603439331055,0.9275017976760864,0.02166605554521084
2,800,0.05635511875152588,5.098318099975586,0.9735446572303772,0.009066339582204819
7,3200,0.06760790199041367,5.89554500579834,0.9633139967918396,0.01052079163491726
3,1000,0.10907001793384552,3.710871696472168,0.8972997069358826,0.036959171295166016
8,3400,0.026669200509786606,6.073455810546875,0.9765646457672119,0.014404072426259518
3,1200,0.11764729022979736,3.221566677093506,0.8891871571540833,0.06975496560335159
8,3600,0.017848633229732513,6.732949256896973,0.9909543991088867,0.009031398221850395
3,1400,0.1056411936879158,4.636359214782715,0.9563421010971069,0.01917819306254387
9,3800,0.0008318304317072034,8.881052017211914,0.9999861717224121,0.0015213857404887676
4,1600,0.1313643753528595,3.9257469177246094,0.8932788372039795,0.058118999004364014
9,4000,0.000639024656265974,8.425037384033203,0.9999489784240723,0.001505256979726255
4,1800,0.044596049934625626,4.447286128997803,0.9642200469970703,0.03932501748204231
9,4200,0.006983509287238121,8.99336051940918,0.9925028085708618,0.001495298114605248
5,2000,0.11584523320198059,8.141120910644531,0.9884299039840698,0.0008560076239518821
10,4400,0.0025022802874445915,9.983491897583008,0.9967284798622131,0.00028126081451773643
5,2200,0.12686006724834442,6.288211822509766,0.9594093561172485,0.007127062417566776
10,4600,6.547449447680265e-05,12.375582695007324,0.9999510645866394,4.153072586632334e-05
6,2400,0.032115399837493896,5.301286220550537,0.9780855774879456,0.011927311308681965
11,4800,0.00011616214760579169,11.759075164794922,1.0,8.469322347082198e-05
6,2600,0.06478066742420197,4.093822479248047,0.9287458658218384,0.05017208307981491
11,5000,0.0005747306859120727,10.85157585144043,0.9999966621398926,0.003060503862798214
6,2800,0.05974261462688446,4.0001325607299805,0.9556354284286499,0.053657516837120056
12,5200,0.0001542910758871585,11.633001327514648,1.0,0.0001685596362221986
7,3000,0.06434619426727295,5.3773603439331055,0.9275017976760864,0.02166605554521084
12,5400,3.262035897932947e-05,13.422616958618164,1.0,1.678607441135682e-05
7,3200,0.06760790199041367,5.89554500579834,0.9633139967918396,0.01052079163491726
12,5600,2.7016911190003157e-05,12.755620956420898,1.0,5.8218734920956194e-05
8,3400,0.026669200509786606,6.073455810546875,0.9765646457672119,0.014404072426259518
13,5800,2.1777341316919774e-05,12.424065589904785,1.0,4.588768206303939e-05
8,3600,0.017848633229732513,6.732949256896973,0.9909543991088867,0.009031398221850395
13,6000,0.00011095554509665817,12.022905349731445,1.0,0.00031678570667281747
9,3800,0.0008318304317072034,8.881052017211914,0.9999861717224121,0.0015213857404887676
14,6200,0.000633599644061178,10.286063194274902,0.9999752044677734,0.00011471268953755498
9,4000,0.000639024656265974,8.425037384033203,0.9999489784240723,0.001505256979726255
9,4200,0.006983509287238121,8.99336051940918,0.9925028085708618,0.001495298114605248
14,6400,8.312885029226891e-07,17.54513168334961,0.9999986886978149,1.8200299223281036e-07
10,4400,0.0025022802874445915,9.983491897583008,0.9967284798622131,0.00028126081451773643
15,6600,3.441774606471881e-05,12.031797409057617,0.9999980330467224,3.7637324567185715e-05
10,4600,6.547449447680265e-05,12.375582695007324,0.9999510645866394,4.153072586632334e-05
15,6800,5.077608875581063e-05,11.074467658996582,0.9999988079071045,8.625391637906432e-05
15,7000,48.16986083984375,100.0,3.173899951299848e-17,0.0
11,4800,0.00011616214760579169,11.759075164794922,1.0,8.469322347082198e-05
11,5000,0.0005747306859120727,10.85157585144043,0.9999966621398926,0.003060503862798214
16,7200,0.0010748064378276467,9.805474281311035,0.9998962879180908,0.0022517195902764797
16,7400,0.0028115021996200085,10.213176727294922,0.9960298538208008,0.0015085763297975063
12,5200,0.0001542910758871585,11.633001327514648,1.0,0.0001685596362221986
12,5400,3.262035897932947e-05,13.422616958618164,1.0,1.678607441135682e-05
17,7600,0.00045200815657153726,10.796692848205566,0.9997516870498657,0.00038990547182038426
12,5600,2.7016911190003157e-05,12.755620956420898,1.0,5.8218734920956194e-05
17,7800,0.0001464041561121121,12.486837387084961,1.0,0.0022153505124151707
13,5800,2.1777341316919774e-05,12.424065589904785,1.0,4.588768206303939e-05
18,8000,5.420902380137704e-05,12.922985076904297,1.0,0.00015809282194823027
13,6000,0.00011095554509665817,12.022905349731445,1.0,0.00031678570667281747
18,8200,6.182445213198662e-05,12.864055633544922,0.9999998807907104,0.0001079244539141655
18,8400,0.01789495348930359,6.308781623840332,0.9885233640670776,0.00519829336553812
14,6200,0.000633599644061178,10.286063194274902,0.9999752044677734,0.00011471268953755498
14,6400,8.312885029226891e-07,17.54513168334961,0.9999986886978149,1.8200299223281036e-07
