epoch,step,loss_D,loss_G,D_real,D_fake
19,8600,0.010055662132799625,7.294486045837402,0.9931319355964661,0.0032758561428636312
19,8800,0.0003383259754627943,10.777442932128906,0.9995027184486389,0.0002661079342942685
15,6600,3.441774606471881e-05,12.031797409057617,0.9999980330467224,3.7637324567185715e-05
15,6800,5.077608875581063e-05,11.074467658996582,0.9999988079071045,8.625391637906432e-05
20,9000,0.00010666354501154274,10.627679824829102,0.999987781047821,0.00028605974512174726
15,7000,48.16986083984375,100.0,3.173899951299848e-17,0.0
20,9200,1.707032606645953e-05,12.70306396484375,0.9999960660934448,2.8511425625765696e-05
16,7200,0.0010748064378276467,9.805474281311035,0.9998962879180908,0.0022517195902764797
21,9400,1.4611581718781963e-05,11.599313735961914,0.9999966621398926,6.450105138355866e-05
16,7400,0.0028115021996200085,10.213176727294922,0.9960298538208008,0.0015085763297975063
21,9600,1.2241891454323195e-05,13.122602462768555,0.9999940991401672,3.829179331660271e-05
21,9800,6.442489848268451e-06,13.596702575683594,0.9999997019767761,1.3974224202684127e-05
17,7600,0.00045200815657153726,10.796692848205566,0.9997516870498657,0.00038990547182038426
17,7800,0.0001464041561121121,12.486837387084961,1.0,0.0022153505124151707
22,10000,0.00016645449795760214,13.023839950561523,0.9997026920318604,3.782541534746997e-05
22,10200,2.353020136069972e-05,12.123414993286133,0.9999991655349731,4.24767640652135e-05
18,8000,5.420902380137704e-05,12.922985076904297,1.0,0.00015809282194823027
18,8200,6.182445213198662e-05,12.864055633544922,0.9999998807907104,0.0001079244539141655
23,10400,0.00036784663097932935,12.46059513092041,0.9998591542243958,0.00012024720490444452
18,8400,0.01789495348930359,6.308781623840332,0.9885233640670776,0.00519829336553812
23,10600,0.0014422114472836256,13.222553253173828,0.9975978136062622,5.472246266435832e-05
19,8600,0.010055662132799625,7.294486045837402,0.9931319355964661,0.0032758561428636312
24,10800,0.0002457844093441963,11.1463041305542,0.999932050704956,0.0002282251516589895
19,8800,0.0003383259754627943,10.777442932128906,0.9995027184486389,0.0002661079342942685
24,11000,0.0008831394370645285,10.716461181640625,0.9994159936904907,0.003422963200137019
24,11200,0.01722981408238411,8.331981658935547,0.992270290851593,0.0022110159043222666
20,9000,0.00010666354501154274,10.627679824829102,0.999987781047821,0.00028605974512174726
20,9200,1.707032606645953e-05,12.70306396484375,0.9999960660934448,2.8511425625765696e-05
25,11400,0.0014954772777855396,7.923865795135498,0.9986315965652466,0.0022083763033151627
25,11600,0.0013897487660869956,8.553085327148438,0.9999287128448486,0.0011793386656790972
21,9400,1.4611581718781963e-05,11.599313735961914,0.9999966621398926,6.450105138355866e-05
21,9600,1.2241891454323195e-05,13.122602462768555,0.9999940991401672,3.829179331660271e-05
26,11800,0.00035708030918613076,8.836259841918945,0.9999775886535645,0.0006568199023604393
21,9800,6.442489848268451e-06,13.596702575683594,0.9999997019767761,1.3974224202684127e-05
26,12000,0.0016821136232465506,6.85050106048584,1.0,0.0035340217873454094
22,10000,0.00016645449795760214,13.023839950561523,0.9997026920318604,3.782541534746997e-05
27,12200,0.0006435335380956531,10.05439567565918,0.9999890327453613,0.0006027836352586746
22,10200,2.353020136069972e-05,12.123414993286133,0.9999991655349731,4.24767640652135e-05
27,12400,0.0017519230023026466,10.53927230834961,0.9985692501068115,0.0010968111455440521
27,12600,0.0003922424220945686,14.013107299804688,0.9999942183494568,8.963816071627662e-05
23,10400,0.00036784663097932935,12.46059513092041,0.9998591542243958,0.00012024720490444452
23,10600,0.0014422114472836256,13.222553253173828,0.9975978136062622,5.472246266435832e-05
28,12800,2.4485148969688453e-05,14.309242248535156,0.9999959468841553,3.220098733436316e-05
28,13000,5.6584507547086105e-05,13.807735443115234,0.9999997019767761,8.851898019202054e-05
24,10800,0.0002457844093441963,11.1463041305542,0.999932050704956,0.0002282251516589895
24,11000,0.0008831394370645285,10.716461181640625,0.9994159936904907,0.003422963200137019
29,13200,5.370639428292634e-06,16.57440185546875,0.9999995231628418,1.447775139240548e-05
24,11200,0.01722981408238411,8.331981658935547,0.992270290851593,0.0022110159043222666
29,13400,1.904936470964458e-05,15.535478591918945,0.9999990463256836,8.217351933126338e-06
25,11400,0.0014954772777855396,7.923865795135498,0.9986315965652466,0.0022083763033151627
30,13600,1.4841582014923915e-05,15.829225540161133,0.9999971389770508,1.4152132280287333e-05
25,11600,0.0013897487660869956,8.553085327148438,0.9999287128448486,0.0011793386656790972
30,13800,3.0374521884368733e-06,17.056106567382812,0.999998152256012,1.5110420008568326e-06
30,14000,2.486923449396272e-06,18.177406311035156,0.9999990463256836,2.8680674404313322e-06
26,11800,0.00035708030918613076,8.836259841918945,0.9999775886535645,0.0006568199023604393
26,12000,0.0016821136232465506,6.85050106048584,1.0,0.0035340217873454094
31,14200,0.00046123613719828427,18.298580169677734,0.9991519451141357,7.56919507693965e-06
31,14400,3.1104714253160637e-06,19.895044326782227,0.9999992251396179,1.1074182566517266e-06
27,12200,0.0006435335380956531,10.05439567565918,0.9999890327453613,0.0006027836352586746
27,12400,0.0017519230023026466,10.53927230834961,0.9985692501068115,0.0010968111455440521
32,14600,1.0834294243977638e-06,19.40749740600586,1.0,7.814869604771957e-07
27,12600,0.0003922424220945686,14.013107299804688,0.9999942183494568,8.963816071627662e-05
32,14800,7.819011216270155e-07,20.441720962524414,1.0,3.0884380066709127e-06
28,12800,2.4485148969688453e-05,14.309242248535156,0.9999959468841553,3.220098733436316e-05
33,15000,1.9376457771613786e-07,20.703142166137695,0.9999998211860657,8.119670837913873e-07
28,13000,5.6584507547086105e-05,13.807735443115234,0.9999997019767761,8.851898019202054e-05
33,15200,5.435891580418684e-06,20.834806442260742,1.0,3.979235714268725e-07
33,15400,5.891597538720816e-07,21.99498748779297,1.0,6.258453311147605e-08
29,13200,5.370639428292634e-06,16.57440185546875,0.9999995231628418,1.447775139240548e-05
29,13400,1.904936470964458e-05,15.535478591918945,0.9999990463256836,8.217351933126338e-06
34,15600,1.918195664529776e-07,22.278318405151367,1.0,1.1822484680124035e-07
34,15800,2.1941308148143435e-07,21.851186752319336,0.9999998807907104,1.8006480217991339e-07
30,13600,1.4841582014923915e-05,15.829225540161133,0.9999971389770508,1.4152132280287333e-05
30,13800,3.0374521884368733e-06,17.056106567382812,0.999998152256012,1.5110420008568326e-06
35,16000,1.0868918565165586e-07,21.863147735595703,1.0,4.4776339791496866e-07
30,14000,2.486923449396272e-06,18.177406311035156,0.9999990463256836,2.8680674404313322e-06
35,16200,1.739236381581577e-07,21.92759132385254,1.0,1.6229697052949632e-07
31,14200,0.00046123613719828427,18.298580169677734,0.9991519451141357,7.56919507693965e-06
36,16400,1.9998919853492225e-08,23.229570388793945,1.0,3.531144443513767e-08
31,14400,3.1104714253160637e-06,19.895044326782227,0.9999992251396179,1.1074182566517266e-06
36,16600,5.277844650208863e-08,22.543367385864258,1.0,4.388468965998982e-08
36,16800,3.1146036860718596e-08,22.632070541381836,1.0,6.845482403150527e-08
32,14600,1.0834294243977638e-06,19.40749740600586,1.0,7.814869604771957e-07
32,14800,7.819011216270155e-07,20.441720962524414,1.0,3.0884380066709127e-06
37,17000,3.289320153462855e-19,57.27188491821289,1.0,6.549701455234089e-17
37,17200,0.0006168533000163734,22.482559204101562,0.9999998807907104,9.395780011800525e-07
33,15000,1.9376457771613786e-07,20.703142166137695,0.9999998211860657,8.119670837913873e-07
33,15200,5.435891580418684e-06,20.834806442260742,1.0,3.979235714268725e-07
38,17400,4.646400611818535e-06,20.6710205078125,1.0,1.5193644458122435e-06
33,15400,5.891597538720816e-07,21.99498748779297,1.0,6.258453311147605e-08
38,17600,4.301446665522235e-07,19.23507308959961,1.0,1.6949524024312268e-06
34,15600,1.918195664529776e-07,22.278318405151367,1.0,1.1822484680124035e-07
39,17800,1.226372660312336e-06,20.92444610595703,0.9999996423721313,1.5006743524281774e-05
34,15800,2.1941308148143435e-07,21.851186752319336,0.9999998807907104,1.8006480217991339e-07
39,18000,5.57168868908775e-06,19.500247955322266,1.0,5.160500791134837e-07
39,18200,1.541512801850331e-07,20.16015625,0.9999998807907104,8.585115551795752e-08
35,16000,1.0868918565165586e-07,21.863147735595703,1.0,4.4776339791496866e-07
35,16200,1.739236381581577e-07,21.92759132385254,1.0,1.6229697052949632e-07
40,18400,7.488134201594221e-07,19.40394401550293,1.0,5.943830728938337e-06
40,18600,1.1825191137404545e-07,20.81264877319336,1.0,3.2845281339177745e-07
36,16400,1.9998919853492225e-08,23.229570388793945,1.0,3.531144443513767e-08
36,16600,5.277844650208863e-08,22.543367385864258,1.0,4.388468965998982e-08
36,16800,3.1146036860718596e-08,22.632070541381836,1.0,6.845482403150527e-08
37,17000,3.289320153462855e-19,57.27188491821289,1.0,6.549701455234089e-17
37,17200,0.0006168533000163734,22.482559204101562,0.9999998807907104,9.395780011800525e-07
38,17400,4.646400611818535e-06,20.6710205078125,1.0,1.5193644458122435e-06
38,17600,4.301446665522235e-07,19.23507308959961,1.0,1.6949524024312268e-06
39,17800,1.226372660312336e-06,20.92444610595703,0.9999996423721313,1.5006743524281774e-05
39,18000,5.57168868908775e-06,19.500247955322266,1.0,5.160500791134837e-07
39,18200,1.541512801850331e-07,20.16015625,0.9999998807907104,8.585115551795752e-08
40,18400,7.488134201594221e-07,19.40394401550293,1.0,5.943830728938337e-06
40,18600,1.1825191137404545e-07,20.81264877319336,1.0,3.2845281339177745e-07
1,200,0.6135059595108032,0.8342040777206421,0.6083937883377075,0.43673694133758545
1,400,0.44398707151412964,1.530806541442871,0.7645101547241211,0.22983425855636597
2,600,0.19440831243991852,2.3645689487457275,0.8962302803993225,0.0998818427324295
2,800,0.2601538300514221,2.4504737854003906,0.7984523773193359,0.11623099446296692
3,1000,0.12299466133117676,3.4920477867126465,0.8934535384178162,0.050989869982004166
3,1200,0.17880022525787354,3.104584217071533,0.8348093032836914,0.07644224166870117
3,1400,0.2744266986846924,2.3630549907684326,0.7424494028091431,0.1610114872455597
4,1600,0.18278086185455322,2.5394463539123535,0.8714891672134399,0.12664364278316498
4,1800,0.0899311751127243,4.192081451416016,0.9332467317581177,0.02937440387904644
5,2000,0.10262447595596313,4.204233169555664,0.9140577912330627,0.030132364481687546
5,2200,0.11586263030767441,4.295475959777832,0.9152621030807495,0.043107666075229645
6,2400,0.10199443995952606,4.042810916900635,0.9374246001243591,0.042479559779167175
6,2600,0.11374250054359436,4.359708786010742,0.9511983394622803,0.028887610882520676
6,2800,0.14712433516979218,6.757992744445801,0.975346028804779,0.0038462774828076363
7,3000,0.10700491070747375,5.136397361755371,0.9376357197761536,0.019227348268032074
7,3200,0.1234397292137146,3.7144370079040527,0.9035587906837463,0.08220750838518143
8,3400,0.10319191217422485,4.834197521209717,0.9321539998054504,0.032174114137887955
8,3600,0.08075444400310516,4.505087375640869,0.9453680515289307,0.03867461904883385
9,3800,0.3083868622779846,2.9681015014648438,0.7346585392951965,0.11281447112560272
9,4000,0.06097268685698509,4.78598690032959,0.9384700059890747,0.03018503449857235
9,4200,0.04998529702425003,5.411267280578613,0.9753260612487793,0.01942877471446991
10,4400,0.08767075091600418,2.787912607192993,0.9167724251747131,0.16600149869918823
10,4600,0.09555669873952866,5.795441627502441,0.9491796493530273,0.014734643511474133
11,4800,0.1889573037624359,0.8653327226638794,0.8097546696662903,0.5399233102798462
11,5000,0.10770634561777115,4.672368049621582,0.9478110074996948,0.042202722281217575
12,5200,0.23194363713264465,4.485497951507568,0.9159382581710815,0.03896493464708328
12,5400,0.10335052758455276,5.772189140319824,0.9439797401428223,0.011232787743210793
12,5600,0.1164797693490982,3.1599841117858887,0.8952065110206604,0.11102595180273056
13,5800,0.12162712216377258,4.48828125,0.9452066421508789,0.04342713952064514
13,6000,0.10025419294834137,4.2912139892578125,0.9219301342964172,0.05766957625746727
14,6200,0.24572893977165222,5.71821928024292,0.9438658952713013,0.012363371439278126
14,6400,0.0860166847705841,4.527671813964844,0.9244663715362549,0.04147648066282272
15,6600,0.2862353026866913,3.159742593765259,0.9218472242355347,0.09416418522596359
15,6800,0.28969815373420715,1.9721286296844482,0.7600156664848328,0.24245792627334595
15,7000,0.5553549528121948,1.6459821462631226,0.5673690438270569,0.28333401679992676
16,7200,0.25980812311172485,3.0602242946624756,0.8980274200439453,0.09765029698610306
16,7400,0.2775037884712219,2.5737051963806152,0.8487184643745422,0.1312456578016281
17,7600,0.36689114570617676,2.8645477294921875,0.8600372672080994,0.10254097729921341
17,7800,0.3772164583206177,1.6619089841842651,0.7004208564758301,0.2921646237373352
18,8000,0.45174074172973633,1.2319269180297852,0.5951870679855347,0.39652788639068604
18,8200,0.30790597200393677,2.0714001655578613,0.8180195689201355,0.21227821707725525
18,8400,0.4145156741142273,2.7364163398742676,0.8016967177391052,0.11762697994709015
19,8600,0.45366519689559937,1.7126834392547607,0.6238444447517395,0.2533237934112549
19,8800,0.44618940353393555,2.2619974613189697,0.8629563450813293,0.1695704460144043
20,9000,0.552717387676239,2.4566469192504883,0.8502641916275024,0.13924461603164673
20,9200,0.4170449674129486,1.7734227180480957,0.6999902725219727,0.25250470638275146
