dataset_key,label_noise_p,acc_ratio,acc_baseline_fake,acc_label_noise_fake,fid_baseline,kid_baseline_mean,kid_baseline_std,fid_label_noise,kid_label_noise_mean,kid_label_noise_std,fake_epoch_dir_baseline,fake_epoch_dir_label_noise,cnn_csv_baseline,cnn_csv_label_noise
animals,0.0,0.8,,,360.4793177741142,0.3483244705200195,1.2651919518872833e-07,338.2377926241173,0.3545644474029541,1.4957797185285685e-07,results/animals/fake_samples/baseline/epoch_030,results/animals/fake_samples/label_noise_p00/epoch_030,results/animals/cnn_ratio_results_baseline.csv,results/animals/cnn_ratio_results_label_noise_p00.csv
animals,0.1,0.8,,,360.4793177741142,0.3483244705200195,1.2651919518872833e-07,335.2807648259735,0.33114792346954347,1.538492756357353e-07,results/animals/fake_samples/baseline/epoch_030,results/animals/fake_samples/label_noise_p10/epoch_030,results/animals/cnn_ratio_results_baseline.csv,results/animals/cnn_ratio_results_label_noise_p10.csv
animals,0.2,0.8,,,360.4793177741142,0.3483244705200195,1.2651919518872833e-07,322.7312204145813,0.31815132141113284,1.1444091796875001e-07,results/animals/fake_samples/baseline/epoch_030,results/animals/fake_samples/label_noise_p20/epoch_030,results/animals/cnn_ratio_results_baseline.csv,results/animals/cnn_ratio_results_label_noise_p20.csv
animals,0.3,0.8,,,360.4793177741142,0.3483244705200195,1.2651919518872833e-07,320.9229321489674,0.3305283784866333,1.1920928955078125e-07,results/animals/fake_samples/baseline/epoch_030,results/animals/fake_samples/label_noise_p30/epoch_030,results/animals/cnn_ratio_results_baseline.csv,results/animals/cnn_ratio_results_label_noise_p30.csv
